name,category,sku,variantName,costPrice,sellingPrice,stockQuantity
Maju Biskuit 1180,Kesehatan,SKU-002359,50 g,14726,19600,49
Maju Biskuit 1180,Kesehatan,SKU-002360,100 g,138301,168300,196
Jaya Keripik 1181,Makanan,SKU-002361,50 g,73156,88400,21
Jaya Keripik 1181,Makanan,SKU-002362,100 g,141441,198700,173
Jaya Keripik 1181,Makanan,SKU-002363,250 g,23205,33500,100
Sentosa Saus 1182,Minuman,SKU-002364,135 ml,51273,66500,154
Makmur Kecap 1183,Snack,SKU-002365,135 ml,134401,192600,170
Makmur Kecap 1183,Snack,SKU-002366,275 ml,94950,120500,183
Fresh Sabun Mandi 1184,Sembako,SKU-002367,70 g,112403,141700,95
Fresh Sabun Mandi 1184,Sembako,SKU-002368,100 g,3495,4300,89
Fresh Sabun Mandi 1184,Sembako,SKU-002369,250 g,81062,117000,143
Daily Shampoo 1185,Perawatan Diri,SKU-002370,170 ml,23263,28300,113
Choice Pasta Gigi 1186,Kebersihan,SKU-002371,75 g,109249,152000,73
Choice Pasta Gigi 1186,Kebersihan,SKU-002372,120 g,43236,60200,108
Max Detergen 1187,Elektronik,SKU-002373,500 g,108878,129800,150
Max Detergen 1187,Elektronik,SKU-002374,1 kg,22864,27300,77
Max Detergen 1187,Elektronik,SKU-002375,2.5 kg,124716,180400,134
Plus Tisu 1188,ATK,SKU-002376,10 sheets,88227,103200,151
Nusantara Pewangi 1189,Rumah Tangga,SKU-002377,250 ml,98806,116200,104
Nusantara Pewangi 1189,Rumah Tangga,SKU-002378,450 ml,71951,91700,142
Prima Pulpen 1190,Kesehatan,SKU-002379,0.5 mm,121441,165500,193
Prima Pulpen 1190,Kesehatan,SKU-002380,0.7 mm,36194,43800,97
Prima Pulpen 1190,Kesehatan,SKU-002381,1.0 mm,76181,100300,10
Sejahtera Buku Tulis 1191,Makanan,SKU-002382,38 sheets,79465,111300,77
Maju Lampu LED 1192,Minuman,SKU-002383,5 W,129825,171100,118
Maju Lampu LED 1192,Minuman,SKU-002384,9 W,59156,68500,0
Jaya Baterai 1193,Snack,SKU-002385,AA,40676,50000,163
Jaya Baterai 1193,Snack,SKU-002386,AAA,124173,147400,170
Jaya Baterai 1193,Snack,SKU-002387,9V,75715,96500,125
Sentosa Kabel USB 1194,Sembako,SKU-002388,1 m,64459,74700,195
Makmur Sapu 1195,Perawatan Diri,SKU-002389,Standard,72970,94700,17
Makmur Sapu 1195,Perawatan Diri,SKU-002390,Premium,95133,126000,144
Fresh Pel 1196,Kebersihan,SKU-002391,Standard,114612,161700,160
Fresh Pel 1196,Kebersihan,SKU-002392,Microfiber,125091,180400,30
Fresh Pel 1196,Kebersihan,SKU-002393,Spray,98132,127900,147
Daily Spons 1197,Elektronik,SKU-002394,Small,4899,6900,41
Choice Vitamin 1198,ATK,SKU-002395,30 tablets,15638,18700,118
Choice Vitamin 1198,ATK,SKU-002396,60 tablets,35819,45000,13
Max Masker 1199,Rumah Tangga,SKU-002397,10 pcs,71778,90300,162
Max Masker 1199,Rumah Tangga,SKU-002398,25 pcs,93619,109000,74
Max Masker 1199,Rumah Tangga,SKU-002399,50 pcs,139134,186700,19
Plus Hand Sanitizer 1200,Kesehatan,SKU-002400,60 ml,135007,163100,160
Nusantara Beras 1201,Makanan,SKU-002401,5 kg,48337,66700,153
Nusantara Beras 1201,Makanan,SKU-002402,10 kg,44113,57900,80
Prima Minyak Goreng 1202,Minuman,SKU-002403,1 L,79224,97600,178
Prima Minyak Goreng 1202,Minuman,SKU-002404,2 L,95333,112400,148
Prima Minyak Goreng 1202,Minuman,SKU-002405,5 L,92477,129200,3
Sejahtera Gula 1203,Snack,SKU-002406,500 g,36200,47300,95
Maju Tepung 1204,Sembako,SKU-002407,500 g,127413,162300,41
Maju Tepung 1204,Sembako,SKU-002408,1 kg,27148,33000,128
Jaya Kopi 1205,Perawatan Diri,SKU-002409,100 g,58263,81500,143
Jaya Kopi 1205,Perawatan Diri,SKU-002410,200 g,138096,193900,182
Jaya Kopi 1205,Perawatan Diri,SKU-002411,500 g,144770,197000,29
Sentosa Teh 1206,Kebersihan,SKU-002412,25 sachet,109704,141300,19
Makmur Susu 1207,Elektronik,SKU-002413,200 ml,30856,43100,4
Makmur Susu 1207,Elektronik,SKU-002414,1 L,126002,158100,176
Fresh Air Mineral 1208,ATK,SKU-002415,330 ml,95345,113600,113
Fresh Air Mineral 1208,ATK,SKU-002416,600 ml,137433,189500,87
Fresh Air Mineral 1208,ATK,SKU-002417,1.5 L,45443,61900,7
Daily Mie Instan 1209,Rumah Tangga,SKU-002418,Original,31389,38200,177
Choice Biskuit 1210,Kesehatan,SKU-002419,50 g,37618,51000,78
Choice Biskuit 1210,Kesehatan,SKU-002420,100 g,33158,40200,20
Max Keripik 1211,Makanan,SKU-002421,50 g,111660,151600,200
Max Keripik 1211,Makanan,SKU-002422,100 g,29587,34700,198
Max Keripik 1211,Makanan,SKU-002423,250 g,127244,175200,10
Plus Saus 1212,Minuman,SKU-002424,135 ml,51772,61200,168
Nusantara Kecap 1213,Snack,SKU-002425,135 ml,134905,179100,120
Nusantara Kecap 1213,Snack,SKU-002426,275 ml,31474,44800,11
Prima Sabun Mandi 1214,Sembako,SKU-002427,70 g,17666,21900,2
Prima Sabun Mandi 1214,Sembako,SKU-002428,100 g,25597,35400,154
Prima Sabun Mandi 1214,Sembako,SKU-002429,250 g,54144,71800,51
Sejahtera Shampoo 1215,Perawatan Diri,SKU-002430,170 ml,48739,65900,7
Maju Pasta Gigi 1216,Kebersihan,SKU-002431,75 g,24097,28800,191
Maju Pasta Gigi 1216,Kebersihan,SKU-002432,120 g,73012,104700,89
Jaya Detergen 1217,Elektronik,SKU-002433,500 g,92627,111000,128
Jaya Detergen 1217,Elektronik,SKU-002434,1 kg,63692,82900,17
Jaya Detergen 1217,Elektronik,SKU-002435,2.5 kg,26279,36700,195
Sentosa Tisu 1218,ATK,SKU-002436,10 sheets,3965,5200,183
Makmur Pewangi 1219,Rumah Tangga,SKU-002437,250 ml,50513,72700,43
Makmur Pewangi 1219,Rumah Tangga,SKU-002438,450 ml,141104,162500,185
Fresh Pulpen 1220,Kesehatan,SKU-002439,0.5 mm,26169,37400,129
Fresh Pulpen 1220,Kesehatan,SKU-002440,0.7 mm,124743,157200,150
Fresh Pulpen 1220,Kesehatan,SKU-002441,1.0 mm,48829,62600,27
Daily Buku Tulis 1221,Makanan,SKU-002442,38 sheets,47708,66800,97
Choice Lampu LED 1222,Minuman,SKU-002443,5 W,111473,135400,58
Choice Lampu LED 1222,Minuman,SKU-002444,9 W,107144,126800,80
Max Baterai 1223,Snack,SKU-002445,AA,32705,42200,133
Max Baterai 1223,Snack,SKU-002446,AAA,35928,46700,92
Max Baterai 1223,Snack,SKU-002447,9V,75868,99900,10
Plus Kabel USB 1224,Sembako,SKU-002448,1 m,21860,27300,29
Nusantara Sapu 1225,Perawatan Diri,SKU-002449,Standard,101168,125000,153
Nusantara Sapu 1225,Perawatan Diri,SKU-002450,Premium,82090,111300,113
Prima Pel 1226,Kebersihan,SKU-002451,Standard,59511,78300,74
Prima Pel 1226,Kebersihan,SKU-002452,Microfiber,112487,135700,17
Prima Pel 1226,Kebersihan,SKU-002453,Spray,124995,179000,94
Sejahtera Spons 1227,Elektronik,SKU-002454,Small,47301,54600,172
Maju Vitamin 1228,ATK,SKU-002455,30 tablets,129182,174600,101
Maju Vitamin 1228,ATK,SKU-002456,60 tablets,115134,150500,173
Jaya Masker 1229,Rumah Tangga,SKU-002457,10 pcs,22583,26800,101
Jaya Masker 1229,Rumah Tangga,SKU-002458,25 pcs,105321,143100,26
Jaya Masker 1229,Rumah Tangga,SKU-002459,50 pcs,44529,52100,50
Sentosa Hand Sanitizer 1230,Kesehatan,SKU-002460,60 ml,89070,107800,103
Makmur Beras 1231,Makanan,SKU-002461,5 kg,32481,39600,108
Makmur Beras 1231,Makanan,SKU-002462,10 kg,131138,161800,182
Fresh Minyak Goreng 1232,Minuman,SKU-002463,1 L,71858,98900,164
Fresh Minyak Goreng 1232,Minuman,SKU-002464,2 L,105219,132200,170
Fresh Minyak Goreng 1232,Minuman,SKU-002465,5 L,106322,153800,130
Daily Gula 1233,Snack,SKU-002466,500 g,73409,87700,116
Choice Tepung 1234,Sembako,SKU-002467,500 g,28621,34000,125
Choice Tepung 1234,Sembako,SKU-002468,1 kg,130657,159300,34
Max Kopi 1235,Perawatan Diri,SKU-002469,100 g,8091,9500,13
Max Kopi 1235,Perawatan Diri,SKU-002470,200 g,18185,23600,6
Max Kopi 1235,Perawatan Diri,SKU-002471,500 g,47248,59800,173
Plus Teh 1236,Kebersihan,SKU-002472,25 sachet,86009,102900,159
Nusantara Susu 1237,Elektronik,SKU-002473,200 ml,25553,35200,169
Nusantara Susu 1237,Elektronik,SKU-002474,1 L,136601,188500,119
Prima Air Mineral 1238,ATK,SKU-002475,330 ml,53235,65900,127
Prima Air Mineral 1238,ATK,SKU-002476,600 ml,128816,167600,138
Prima Air Mineral 1238,ATK,SKU-002477,1.5 L,90376,125900,138
Sejahtera Mie Instan 1239,Rumah Tangga,SKU-002478,Original,143593,165900,195
Maju Biskuit 1240,Kesehatan,SKU-002479,50 g,8583,12400,30
Maju Biskuit 1240,Kesehatan,SKU-002480,100 g,100866,129600,96
Jaya Keripik 1241,Makanan,SKU-002481,50 g,116313,149800,8
Jaya Keripik 1241,Makanan,SKU-002482,100 g,46665,61500,199
Jaya Keripik 1241,Makanan,SKU-002483,250 g,79741,112900,42
Sentosa Saus 1242,Minuman,SKU-002484,135 ml,129138,165200,79
Makmur Kecap 1243,Snack,SKU-002485,135 ml,102295,132600,28
Makmur Kecap 1243,Snack,SKU-002486,275 ml,149421,202100,168
Fresh Sabun Mandi 1244,Sembako,SKU-002487,70 g,145471,197200,146
Fresh Sabun Mandi 1244,Sembako,SKU-002488,100 g,123460,159600,40
Fresh Sabun Mandi 1244,Sembako,SKU-002489,250 g,133124,155300,67
Daily Shampoo 1245,Perawatan Diri,SKU-002490,170 ml,129980,172500,96
Choice Pasta Gigi 1246,Kebersihan,SKU-002491,75 g,92774,128000,72
Choice Pasta Gigi 1246,Kebersihan,SKU-002492,120 g,84312,98500,151
Max Detergen 1247,Elektronik,SKU-002493,500 g,12127,14400,93
Max Detergen 1247,Elektronik,SKU-002494,1 kg,91755,127800,149
Max Detergen 1247,Elektronik,SKU-002495,2.5 kg,7351,10100,160
Plus Tisu 1248,ATK,SKU-002496,10 sheets,89758,113500,109
Nusantara Pewangi 1249,Rumah Tangga,SKU-002497,250 ml,90777,131400,105
Nusantara Pewangi 1249,Rumah Tangga,SKU-002498,450 ml,92383,107800,62
Prima Pulpen 1250,Kesehatan,SKU-002499,0.5 mm,65210,79600,79
Prima Pulpen 1250,Kesehatan,SKU-002500,0.7 mm,22566,32100,16
Prima Pulpen 1250,Kesehatan,SKU-002501,1.0 mm,80230,95000,43
Sejahtera Buku Tulis 1251,Makanan,SKU-002502,38 sheets,5467,7200,9
Maju Lampu LED 1252,Minuman,SKU-002503,5 W,121124,163200,108
Maju Lampu LED 1252,Minuman,SKU-002504,9 W,149210,194600,107
Jaya Baterai 1253,Snack,SKU-002505,AA,70192,81200,120
Jaya Baterai 1253,Snack,SKU-002506,AAA,6129,8900,96
Jaya Baterai 1253,Snack,SKU-002507,9V,149814,189800,146
Sentosa Kabel USB 1254,Sembako,SKU-002508,1 m,25918,36100,25
Makmur Sapu 1255,Perawatan Diri,SKU-002509,Standard,54277,67900,128
Makmur Sapu 1255,Perawatan Diri,SKU-002510,Premium,89308,107200,76
Fresh Pel 1256,Kebersihan,SKU-002511,Standard,95545,137700,51
Fresh Pel 1256,Kebersihan,SKU-002512,Microfiber,130572,175000,19
Fresh Pel 1256,Kebersihan,SKU-002513,Spray,140765,170900,67
Daily Spons 1257,Elektronik,SKU-002514,Small,12760,15800,146
Choice Vitamin 1258,ATK,SKU-002515,30 tablets,105689,147100,159
Choice Vitamin 1258,ATK,SKU-002516,60 tablets,24406,33300,148
Max Masker 1259,Rumah Tangga,SKU-002517,10 pcs,25133,33400,69
Max Masker 1259,Rumah Tangga,SKU-002518,25 pcs,17934,23700,135
Max Masker 1259,Rumah Tangga,SKU-002519,50 pcs,124888,159600,88
Plus Hand Sanitizer 1260,Kesehatan,SKU-002520,60 ml,20396,27400,77
Nusantara Beras 1261,Makanan,SKU-002521,5 kg,132588,184500,110
Nusantara Beras 1261,Makanan,SKU-002522,10 kg,141844,176500,106
Prima Minyak Goreng 1262,Minuman,SKU-002523,1 L,105760,129600,131
Prima Minyak Goreng 1262,Minuman,SKU-002524,2 L,119111,161000,140
Prima Minyak Goreng 1262,Minuman,SKU-002525,5 L,47643,67400,160
Sejahtera Gula 1263,Snack,SKU-002526,500 g,135625,191100,147
Maju Tepung 1264,Sembako,SKU-002527,500 g,131163,159200,190
Maju Tepung 1264,Sembako,SKU-002528,1 kg,122798,151100,163
Jaya Kopi 1265,Perawatan Diri,SKU-002529,100 g,139949,194900,196
Jaya Kopi 1265,Perawatan Diri,SKU-002530,200 g,113998,163100,186
Jaya Kopi 1265,Perawatan Diri,SKU-002531,500 g,15997,20900,93
Sentosa Teh 1266,Kebersihan,SKU-002532,25 sachet,121538,145200,38
Makmur Susu 1267,Elektronik,SKU-002533,200 ml,79015,110900,105
Makmur Susu 1267,Elektronik,SKU-002534,1 L,83833,118000,16
Fresh Air Mineral 1268,ATK,SKU-002535,330 ml,53661,75300,68
Fresh Air Mineral 1268,ATK,SKU-002536,600 ml,75547,101500,65
Fresh Air Mineral 1268,ATK,SKU-002537,1.5 L,62200,79100,29
Daily Mie Instan 1269,Rumah Tangga,SKU-002538,Original,39611,47800,62
Choice Biskuit 1270,Kesehatan,SKU-002539,50 g,81706,105300,143
Choice Biskuit 1270,Kesehatan,SKU-002540,100 g,114629,146300,9
Max Keripik 1271,Makanan,SKU-002541,50 g,53250,63800,34
Max Keripik 1271,Makanan,SKU-002542,100 g,7939,9700,71
Max Keripik 1271,Makanan,SKU-002543,250 g,144664,174000,10
Plus Saus 1272,Minuman,SKU-002544,135 ml,127660,176800,14
Nusantara Kecap 1273,Snack,SKU-002545,135 ml,22301,27700,76
Nusantara Kecap 1273,Snack,SKU-002546,275 ml,16967,24100,104
Prima Sabun Mandi 1274,Sembako,SKU-002547,70 g,95572,129200,23
Prima Sabun Mandi 1274,Sembako,SKU-002548,100 g,104343,149500,185
Prima Sabun Mandi 1274,Sembako,SKU-002549,250 g,37147,45300,146
Sejahtera Shampoo 1275,Perawatan Diri,SKU-002550,170 ml,131437,187900,133
Maju Pasta Gigi 1276,Kebersihan,SKU-002551,75 g,137993,169100,23
Maju Pasta Gigi 1276,Kebersihan,SKU-002552,120 g,62710,83400,197
Jaya Detergen 1277,Elektronik,SKU-002553,500 g,82458,103000,149
Jaya Detergen 1277,Elektronik,SKU-002554,1 kg,102523,142700,190
Jaya Detergen 1277,Elektronik,SKU-002555,2.5 kg,62149,88900,55
Sentosa Tisu 1278,ATK,SKU-002556,10 sheets,38121,45100,54
Makmur Pewangi 1279,Rumah Tangga,SKU-002557,250 ml,72270,92600,65
Makmur Pewangi 1279,Rumah Tangga,SKU-002558,450 ml,14960,19400,95
Fresh Pulpen 1280,Kesehatan,SKU-002559,0.5 mm,29912,37200,108
Fresh Pulpen 1280,Kesehatan,SKU-002560,0.7 mm,124780,169100,71
Fresh Pulpen 1280,Kesehatan,SKU-002561,1.0 mm,38287,48200,183
Daily Buku Tulis 1281,Makanan,SKU-002562,38 sheets,96700,135000,5
Choice Lampu LED 1282,Minuman,SKU-002563,5 W,9425,13200,169
Choice Lampu LED 1282,Minuman,SKU-002564,9 W,14632,19900,171
Max Baterai 1283,Snack,SKU-002565,AA,63129,77400,98
Max Baterai 1283,Snack,SKU-002566,AAA,81372,109200,179
Max Baterai 1283,Snack,SKU-002567,9V,95420,135600,175
Plus Kabel USB 1284,Sembako,SKU-002568,1 m,32295,42300,60
Nusantara Sapu 1285,Perawatan Diri,SKU-002569,Standard,116273,147300,100
Nusantara Sapu 1285,Perawatan Diri,SKU-002570,Premium,67286,83500,193
Prima Pel 1286,Kebersihan,SKU-002571,Standard,62024,76900,41
Prima Pel 1286,Kebersihan,SKU-002572,Microfiber,115340,154500,196
Prima Pel 1286,Kebersihan,SKU-002573,Spray,106806,148100,70
Sejahtera Spons 1287,Elektronik,SKU-002574,Small,21296,29700,125
Maju Vitamin 1288,ATK,SKU-002575,30 tablets,123793,169700,85
Maju Vitamin 1288,ATK,SKU-002576,60 tablets,111020,156900,25
Jaya Masker 1289,Rumah Tangga,SKU-002577,10 pcs,42333,57600,129
Jaya Masker 1289,Rumah Tangga,SKU-002578,25 pcs,17697,22200,154
Jaya Masker 1289,Rumah Tangga,SKU-002579,50 pcs,143883,197300,116
Sentosa Hand Sanitizer 1290,Kesehatan,SKU-002580,60 ml,7469,10300,164
Makmur Beras 1291,Makanan,SKU-002581,5 kg,48466,64900,164
Makmur Beras 1291,Makanan,SKU-002582,10 kg,35975,41400,51
Fresh Minyak Goreng 1292,Minuman,SKU-002583,1 L,80397,100000,21
Fresh Minyak Goreng 1292,Minuman,SKU-002584,2 L,29352,35100,132
Fresh Minyak Goreng 1292,Minuman,SKU-002585,5 L,34403,48300,175
Daily Gula 1293,Snack,SKU-002586,500 g,107861,149700,81
Choice Tepung 1294,Sembako,SKU-002587,500 g,118655,153500,188
Choice Tepung 1294,Sembako,SKU-002588,1 kg,35298,43400,175
Max Kopi 1295,Perawatan Diri,SKU-002589,100 g,86173,119800,50
Max Kopi 1295,Perawatan Diri,SKU-002590,200 g,22424,28600,46
Max Kopi 1295,Perawatan Diri,SKU-002591,500 g,103452,146200,146
Plus Teh 1296,Kebersihan,SKU-002592,25 sachet,59147,68400,5
Nusantara Susu 1297,Elektronik,SKU-002593,200 ml,146715,197200,160
Nusantara Susu 1297,Elektronik,SKU-002594,1 L,60254,85700,118
Prima Air Mineral 1298,ATK,SKU-002595,330 ml,52274,64200,43
Prima Air Mineral 1298,ATK,SKU-002596,600 ml,13350,17000,109
Prima Air Mineral 1298,ATK,SKU-002597,1.5 L,68498,81800,94
Sejahtera Mie Instan 1299,Rumah Tangga,SKU-002598,Original,44896,64400,30
Maju Biskuit 1300,Kesehatan,SKU-002599,50 g,4000,5500,111
Maju Biskuit 1300,Kesehatan,SKU-002600,100 g,119236,166700,126
Jaya Keripik 1301,Makanan,SKU-002601,50 g,31367,38200,52
Jaya Keripik 1301,Makanan,SKU-002602,100 g,50250,72000,200
Jaya Keripik 1301,Makanan,SKU-002603,250 g,70083,86600,126
Sentosa Saus 1302,Minuman,SKU-002604,135 ml,100458,119500,52
Makmur Kecap 1303,Snack,SKU-002605,135 ml,56809,82300,72
Makmur Kecap 1303,Snack,SKU-002606,275 ml,49940,63700,104
Fresh Sabun Mandi 1304,Sembako,SKU-002607,70 g,38558,44700,67
Fresh Sabun Mandi 1304,Sembako,SKU-002608,100 g,62031,82800,63
Fresh Sabun Mandi 1304,Sembako,SKU-002609,250 g,97198,128800,165
Daily Shampoo 1305,Perawatan Diri,SKU-002610,170 ml,120404,141600,120
Choice Pasta Gigi 1306,Kebersihan,SKU-002611,75 g,35218,49700,177
Choice Pasta Gigi 1306,Kebersihan,SKU-002612,120 g,104516,141700,182
Max Detergen 1307,Elektronik,SKU-002613,500 g,100831,137400,188
Max Detergen 1307,Elektronik,SKU-002614,1 kg,67468,79100,142
Max Detergen 1307,Elektronik,SKU-002615,2.5 kg,15701,18300,60
Plus Tisu 1308,ATK,SKU-002616,10 sheets,123752,176000,155
Nusantara Pewangi 1309,Rumah Tangga,SKU-002617,250 ml,12230,14100,129
Nusantara Pewangi 1309,Rumah Tangga,SKU-002618,450 ml,100160,124300,101
Prima Pulpen 1310,Kesehatan,SKU-002619,0.5 mm,97529,116000,143
Prima Pulpen 1310,Kesehatan,SKU-002620,0.7 mm,11080,14700,66
Prima Pulpen 1310,Kesehatan,SKU-002621,1.0 mm,44829,58300,86
Sejahtera Buku Tulis 1311,Makanan,SKU-002622,38 sheets,123005,146300,81
Maju Lampu LED 1312,Minuman,SKU-002623,5 W,139347,178300,66
Maju Lampu LED 1312,Minuman,SKU-002624,9 W,30929,38500,32
Jaya Baterai 1313,Snack,SKU-002625,AA,131165,185100,71
Jaya Baterai 1313,Snack,SKU-002626,AAA,94827,135400,72
Jaya Baterai 1313,Snack,SKU-002627,9V,69300,92400,194
Sentosa Kabel USB 1314,Sembako,SKU-002628,1 m,69442,90600,111
Makmur Sapu 1315,Perawatan Diri,SKU-002629,Standard,43549,54200,125
Makmur Sapu 1315,Perawatan Diri,SKU-002630,Premium,39953,52600,168
Fresh Pel 1316,Kebersihan,SKU-002631,Standard,115640,134800,38
Fresh Pel 1316,Kebersihan,SKU-002632,Microfiber,14604,17800,9
Fresh Pel 1316,Kebersihan,SKU-002633,Spray,123572,151800,180
Daily Spons 1317,Elektronik,SKU-002634,Small,122756,157200,126
Choice Vitamin 1318,ATK,SKU-002635,30 tablets,10993,14100,181
Choice Vitamin 1318,ATK,SKU-002636,60 tablets,147324,190900,126
Max Masker 1319,Rumah Tangga,SKU-002637,10 pcs,29788,41800,37
Max Masker 1319,Rumah Tangga,SKU-002638,25 pcs,32715,41100,52
Max Masker 1319,Rumah Tangga,SKU-002639,50 pcs,74779,90000,43
Plus Hand Sanitizer 1320,Kesehatan,SKU-002640,60 ml,133662,186700,144
Nusantara Beras 1321,Makanan,SKU-002641,5 kg,55978,74200,1
Nusantara Beras 1321,Makanan,SKU-002642,10 kg,138191,190700,46
Prima Minyak Goreng 1322,Minuman,SKU-002643,1 L,109461,156100,63
Prima Minyak Goreng 1322,Minuman,SKU-002644,2 L,130876,177100,84
Prima Minyak Goreng 1322,Minuman,SKU-002645,5 L,7105,8800,174
Sejahtera Gula 1323,Snack,SKU-002646,500 g,32279,40900,151
Maju Tepung 1324,Sembako,SKU-002647,500 g,28105,39400,39
Maju Tepung 1324,Sembako,SKU-002648,1 kg,7869,9200,181
Jaya Kopi 1325,Perawatan Diri,SKU-002649,100 g,126091,162200,68
Jaya Kopi 1325,Perawatan Diri,SKU-002650,200 g,1821,2300,11
Jaya Kopi 1325,Perawatan Diri,SKU-002651,500 g,119077,148500,187
Sentosa Teh 1326,Kebersihan,SKU-002652,25 sachet,149501,177700,12
Makmur Susu 1327,Elektronik,SKU-002653,200 ml,74474,92900,14
Makmur Susu 1327,Elektronik,SKU-002654,1 L,18839,24800,154
Fresh Air Mineral 1328,ATK,SKU-002655,330 ml,100279,118100,65
Fresh Air Mineral 1328,ATK,SKU-002656,600 ml,46964,57400,197
Fresh Air Mineral 1328,ATK,SKU-002657,1.5 L,104873,123400,53
Daily Mie Instan 1329,Rumah Tangga,SKU-002658,Original,43013,54500,103
Choice Biskuit 1330,Kesehatan,SKU-002659,50 g,74994,100800,167
Choice Biskuit 1330,Kesehatan,SKU-002660,100 g,40705,48300,125
Max Keripik 1331,Makanan,SKU-002661,50 g,113640,155800,79
Max Keripik 1331,Makanan,SKU-002662,100 g,34716,43700,24
Max Keripik 1331,Makanan,SKU-002663,250 g,96626,126000,125
Plus Saus 1332,Minuman,SKU-002664,135 ml,117070,165700,121
Nusantara Kecap 1333,Snack,SKU-002665,135 ml,70680,93200,108
Nusantara Kecap 1333,Snack,SKU-002666,275 ml,23951,33000,94
Prima Sabun Mandi 1334,Sembako,SKU-002667,70 g,49152,62900,109
Prima Sabun Mandi 1334,Sembako,SKU-002668,100 g,24665,28700,87
Prima Sabun Mandi 1334,Sembako,SKU-002669,250 g,121810,164800,165
Sejahtera Shampoo 1335,Perawatan Diri,SKU-002670,170 ml,40950,58500,134
Maju Pasta Gigi 1336,Kebersihan,SKU-002671,75 g,137841,162000,119
Maju Pasta Gigi 1336,Kebersihan,SKU-002672,120 g,114950,134900,122
Jaya Detergen 1337,Elektronik,SKU-002673,500 g,79046,94400,32
Jaya Detergen 1337,Elektronik,SKU-002674,1 kg,79050,110900,133
Jaya Detergen 1337,Elektronik,SKU-002675,2.5 kg,112427,139300,12
Sentosa Tisu 1338,ATK,SKU-002676,10 sheets,144739,169800,11
Makmur Pewangi 1339,Rumah Tangga,SKU-002677,250 ml,134888,159500,108
Makmur Pewangi 1339,Rumah Tangga,SKU-002678,450 ml,108570,127900,169
Fresh Pulpen 1340,Kesehatan,SKU-002679,0.5 mm,149323,208100,90
Fresh Pulpen 1340,Kesehatan,SKU-002680,0.7 mm,67110,89000,196
Fresh Pulpen 1340,Kesehatan,SKU-002681,1.0 mm,132274,152800,189
Daily Buku Tulis 1341,Makanan,SKU-002682,38 sheets,121640,146400,46
Choice Lampu LED 1342,Minuman,SKU-002683,5 W,103311,120200,106
Choice Lampu LED 1342,Minuman,SKU-002684,9 W,78326,97500,185
Max Baterai 1343,Snack,SKU-002685,AA,119575,164700,115
Max Baterai 1343,Snack,SKU-002686,AAA,69787,87400,47
Max Baterai 1343,Snack,SKU-002687,9V,55630,67100,191
Plus Kabel USB 1344,Sembako,SKU-002688,1 m,68278,96400,27
Nusantara Sapu 1345,Perawatan Diri,SKU-002689,Standard,114017,149400,1
Nusantara Sapu 1345,Perawatan Diri,SKU-002690,Premium,103829,123000,43
Prima Pel 1346,Kebersihan,SKU-002691,Standard,125374,161500,103
Prima Pel 1346,Kebersihan,SKU-002692,Microfiber,127891,158700,157
Prima Pel 1346,Kebersihan,SKU-002693,Spray,94862,128700,176
Sejahtera Spons 1347,Elektronik,SKU-002694,Small,103846,144500,22
Maju Vitamin 1348,ATK,SKU-002695,30 tablets,33091,39400,48
Maju Vitamin 1348,ATK,SKU-002696,60 tablets,29637,41300,178
Jaya Masker 1349,Rumah Tangga,SKU-002697,10 pcs,49641,69900,53
Jaya Masker 1349,Rumah Tangga,SKU-002698,25 pcs,126421,170000,166
Jaya Masker 1349,Rumah Tangga,SKU-002699,50 pcs,63681,81600,160
Sentosa Hand Sanitizer 1350,Kesehatan,SKU-002700,60 ml,141486,170800,77
Makmur Beras 1351,Makanan,SKU-002701,5 kg,121784,145500,108
Makmur Beras 1351,Makanan,SKU-002702,10 kg,6019,7100,39
Fresh Minyak Goreng 1352,Minuman,SKU-002703,1 L,117023,168400,120
